cropped_image,category,name,description,matched_image,image_path,similarity_score,Cropped Image,Matched Catalog Image
/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg,Cable,Cat6A UTP Slim Ethernet Network Booted Cable 26AWG Blue,"Blue PVC to cable, 26 AWG, stranded, 0.5FT to 100FT.",EXCELS\Cables\Cables_images\Cat6AUTPSlimEthernetNetworkBootedCable26AWGBlue.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg,0.7617496848106384,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\Cat6AUTPSlimEthernetNetworkBootedCable26AWGBlue.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg,Cable,Cat8 Shielded 24AWG 40GB Ethernet Network Cable - 0.5 Feet - Yellow,"Yellow PVC RJ45 Male to RJ45 Male cable, 24 AWG, 0.5FT to 50FT.",EXCELS\Cables\Cables_images\Cat8Shielded24AWG40GBEthernetNetworkCable-0.5Feet-Yellow.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg,0.7536882162094116,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\Cat8Shielded24AWG40GBEthernetNetworkCable-0.5Feet-Yellow.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_1.jpg,Cable,"Cat8 Shielded 24AWG 40GB Ethernet Network Cable - 0.5 Feet - Orange
","Orange PVC RJ45 Male to RJ45 Male cable, 24 AWG, 0.5FT to 50FT.",EXCELS\Cables\Cables_images\Cat8Shielded24AWG40GBEthernetNetworkCable-0.5Feet-Orange.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_1.jpg,0.7462041974067688,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\Cat8Shielded24AWG40GBEthernetNetworkCable-0.5Feet-Orange.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg,Cable,Cat6A 24AWG Snagless Ethernet Network Patch Cable - Green,"Green PVC unshielded RJ45 Male to RJ45 Male cable, 24 AWG, stranded, 0.5FT to 100FT.",EXCELS\Cables\Cables_images\Cat6A24AWGSnaglessEthernetNetworkPatchCable-Green.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg,0.8875360488891602,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\Cat6A24AWGSnaglessEthernetNetworkPatchCable-Green.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg,Cable,LC TO LC 62.5 by 125 Duplex Multimode Fiber Optic Cable-Blue Jacket,"Blue OM1 LC Male to LC Male cable, 1M to 10M.",EXCELS\Cables\Cables_images\LCTOLC62.5by125DuplexMultimodeFiberOpticCable-BlueJacket.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg,0.8583565950393677,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_12.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\LCTOLC62.5by125DuplexMultimodeFiberOpticCable-BlueJacket.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_15.jpg,Cable,LC to LC OM4 Duplex Multimode Fiber Optic Cable with Flexible Boots,"Aqua OM4 LC Male to LC Male cable, 2M to 10M.",EXCELS\Cables\Cables_images\LCtoLCOM4DuplexMultimodeFiberOpticCablewithFlexibleBoots.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_15.jpg,0.7593092322349548,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_15.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\LCtoLCOM4DuplexMultimodeFiberOpticCablewithFlexibleBoots.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/1747315728_rack13_Cable_8.jpg,Cable,SC TO ST 9 by 125 Duplex Singlemode Fiber Optic Cable-Violet Jacket,"Violet OS2 SC Male to ST Male cable, 1M to 10M.",EXCELS\Cables\Cables_images\SCTOST9by125DuplexSinglemodeFiberOpticCable-VioletJacket.png,/static/segmented_outputs/Cable/1747315728_rack13_Cable_8.jpg,0.8636215925216675,"<img src=""/static/segmented_outputs/Cable/1747315728_rack13_Cable_8.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Cables\Cables_images\SCTOST9by125DuplexSinglemodeFiberOpticCable-VioletJacket.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg,Port,Ethernet (RJ-45) port,Ethernet (RJ-45) port is a type of computer port commonly used for connectivity or audio/video transmission.,EXCELS/Ports/Port_images\Ethernet(RJ-45)port.png,/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg,0.8099876642227173,"<img src=""/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS/Ports/Port_images\Ethernet(RJ-45)port.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg,Port, DIGITAL VISUAL INTERFACE,DIGITAL VISUAL INTERFACE is a type of computer port commonly used for connectivity or audio/video transmission.,EXCELS/Ports/Port_images\DIGITALVISUALINTERFACE.png,/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg,0.7742270231246948,"<img src=""/static/segmented_outputs/Port/1747315728_rack13_Port_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS/Ports/Port_images\DIGITALVISUALINTERFACE.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Switch/1747315728_rack13_Switch_11.jpg,Switch,DGS-1520-52,"48 x 10/100/1000Base-T
Ports
2 x 10GBase-T Ports
2 x 10G SFP+ Ports",EXCELS\Switch\Switch_images\DGS-1520-52.png,/static/segmented_outputs/Switch/1747315728_rack13_Switch_11.jpg,0.7841405868530273,"<img src=""/static/segmented_outputs/Switch/1747315728_rack13_Switch_11.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""EXCELS\Switch\Switch_images\DGS-1520-52.png"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
